Video_id,Segment_id,Label,Label_binary,Label_7
234046,4,-0.33,negative,Neutral
234046,5,-2.33,negative,very negative
234046,6,-1.0,negative,slightly negative
234046,7,-1.67,negative,negative
234046,8,0.0,negative,Neutral
234046,9,-2.0,negative,negative
234046,10,0.0,negative,Neutral
234046,11,0.33,positive,Neutral
234046,12,-0.33,negative,Neutral
234046,13,0.33,positive,Neutral
234046,14,-0.67,negative,slightly negative
234046,15,0.0,negative,Neutral
234046,16,-0.67,negative,slightly negative
234046,17,-0.33,negative,Neutral
234046,18,0.67,positive,slightly positive
234046,19,0.0,negative,Neutral
236442,0,0.67,positive,slightly positive
236442,1,-1.67,negative,negative
236442,2,0.33,positive,Neutral
236442,3,0.33,positive,Neutral
236442,4,-1.33,negative,negative
236442,5,-2.0,negative,negative
236442,6,-2.0,negative,negative
236442,7,-1.33,negative,negative
236442,8,0.33,positive,Neutral
236442,9,0.0,negative,Neutral
236442,10,-1.0,negative,slightly negative
236442,11,-1.0,negative,slightly negative
23656,0,0.0,negative,Neutral
23656,1,-0.33,negative,Neutral
23656,2,0.0,negative,Neutral
23656,3,0.33,positive,Neutral
23656,4,-0.33,negative,Neutral
23656,5,1.0,positive,slightly positive
23656,6,-0.33,negative,Neutral
23656,7,-1.67,negative,negative
23656,8,-2.0,negative,negative
23656,9,-1.33,negative,negative
23656,10,-1.33,negative,negative
23656,11,-1.33,negative,negative
23656,12,0.0,negative,Neutral
23656,13,-1.67,negative,negative
23656,14,-0.33,negative,Neutral
23656,15,-2.0,negative,negative
23656,16,0.33,positive,Neutral
23656,17,-0.33,negative,Neutral
23656,18,0.0,negative,Neutral
23656,19,-1.67,negative,negative
23656,20,-1.0,negative,slightly negative
23656,21,-3.0,negative,very negative
237363,0,-1.33,negative,negative
237363,1,0.0,negative,Neutral
237363,2,-2.33,negative,very negative
237363,3,-2.33,negative,very negative
237363,4,2.0,positive,positive
237363,5,0.33,positive,Neutral
237363,6,-1.0,negative,slightly negative
237363,7,2.0,positive,positive
237363,8,-1.0,negative,slightly negative
237363,9,0.0,negative,Neutral
237363,10,-1.67,negative,negative
237363,11,-2.33,negative,very negative
237363,12,-1.33,negative,negative
237363,13,-2.67,negative,very negative
238063,0,-1.0,negative,slightly negative
238063,1,0.0,negative,Neutral
238063,2,-0.33,negative,Neutral
238063,3,2.0,positive,positive
238063,4,-1.33,negative,negative
238063,5,-1.0,negative,slightly negative
238063,6,1.0,positive,slightly positive
238063,7,-1.0,negative,slightly negative
238063,8,1.33,positive,positive
238063,9,0.33,positive,Neutral
238063,10,-0.67,negative,slightly negative
238063,11,0.0,negative,Neutral
238063,12,1.67,positive,positive
238063,13,0.0,negative,Neutral
238063,14,-0.33,negative,Neutral
238063,15,1.33,positive,positive
238063,16,0.33,positive,Neutral
238063,17,0.33,positive,Neutral
24196,0,-0.67,negative,slightly negative
24196,1,0.33,positive,Neutral
24196,2,1.0,positive,slightly positive
24196,3,-0.67,negative,slightly negative
24196,4,-2.0,negative,negative
24196,5,1.0,positive,slightly positive
24196,6,-2.33,negative,very negative
24196,7,0.0,negative,Neutral
24196,8,0.0,negative,Neutral
24196,9,0.33,positive,Neutral
24196,10,-0.33,negative,Neutral
24196,11,-2.0,negative,negative
24196,12,-0.33,negative,Neutral
24196,13,-1.0,negative,slightly negative
24196,14,-2.67,negative,very negative
24196,15,-1.67,negative,negative
24196,16,-1.0,negative,slightly negative
24196,17,-1.67,negative,negative
24351,0,1.67,positive,positive
24351,1,0.0,negative,Neutral
24351,2,2.33,positive,very positive
24351,3,0.0,negative,Neutral
24351,4,0.33,positive,Neutral
24351,5,0.0,negative,Neutral
24351,6,0.0,negative,Neutral
24351,7,0.0,negative,Neutral
24351,8,0.33,positive,Neutral
24351,9,2.33,positive,very positive
24351,10,0.67,positive,slightly positive
24351,11,2.0,positive,positive
24351,12,0.33,positive,Neutral
243981,0,-1.0,negative,slightly negative
243981,1,-2.33,negative,very negative
243981,2,-1.67,negative,negative
243981,3,-1.33,negative,negative
243981,4,0.0,negative,Neutral
243981,5,-1.33,negative,negative
243981,6,-1.33,negative,negative
243981,7,0.0,negative,Neutral
243981,8,-2.33,negative,very negative
243981,9,1.0,positive,slightly positive
243981,10,0.0,negative,Neutral
243981,11,0.0,negative,Neutral
243981,12,0.0,negative,Neutral
243981,13,0.0,negative,Neutral
243981,14,-2.67,negative,very negative
243981,15,-2.33,negative,very negative
243981,16,-1.67,negative,negative
243981,17,-2.0,negative,negative
243981,18,0.0,negative,Neutral
243981,19,-1.67,negative,negative
24504,0,-0.33,negative,Neutral
24504,1,0.67,positive,slightly positive
24504,2,-1.0,negative,slightly negative
24504,3,0.33,positive,Neutral
24504,4,-1.0,negative,slightly negative
24504,5,-1.67,negative,negative
24504,6,0.33,positive,Neutral
24504,7,-0.33,negative,Neutral
24504,8,-1.33,negative,negative
24504,9,-1.0,negative,slightly negative
24504,10,2.0,positive,positive
24504,11,-1.0,negative,slightly negative
245582,0,-1.67,negative,negative
245582,1,-0.33,negative,Neutral
245582,2,0.33,positive,Neutral
245582,3,0.0,negative,Neutral
245582,4,-2.33,negative,very negative
245582,5,-2.0,negative,negative
245582,6,0.0,negative,Neutral
245582,7,1.0,positive,slightly positive
245582,8,-1.67,negative,negative
245582,9,0.0,negative,Neutral
245582,10,0.0,negative,Neutral
245582,11,-1.67,negative,negative
245582,12,0.0,negative,Neutral
245582,13,-1.33,negative,negative
245582,14,-0.67,negative,slightly negative
245582,15,-0.67,negative,slightly negative
245582,16,0.33,positive,Neutral
245582,17,-0.67,negative,slightly negative
252097,0,-2.0,negative,negative
252097,1,0.33,positive,Neutral
252097,2,-2.33,negative,very negative
252097,3,0.67,positive,slightly positive
252097,4,1.33,positive,positive
252097,5,-1.0,negative,slightly negative
252097,6,-3.0,negative,very negative
252097,7,-1.67,negative,negative
252097,8,-1.33,negative,negative
252097,9,-2.0,negative,negative
252097,10,0.33,positive,Neutral
252097,11,-1.67,negative,negative
252097,12,-1.67,negative,negative
252912,0,-1.67,negative,negative
252912,1,-2.0,negative,negative
252912,2,-1.67,negative,negative
252912,3,-2.67,negative,very negative
252912,4,-1.67,negative,negative
252912,5,0.33,positive,Neutral
252912,6,-1.33,negative,negative
252912,7,-2.67,negative,very negative
252912,8,-1.33,negative,negative
252912,9,0.0,negative,Neutral
252912,10,-1.67,negative,negative
252912,11,-1.33,negative,negative
252912,12,-1.33,negative,negative
252912,13,1.67,positive,positive
254427,0,1.67,positive,positive
255408,0,0.0,negative,Neutral
255408,1,0.0,negative,Neutral
255408,2,-2.0,negative,negative
255408,3,0.0,negative,Neutral
255408,4,0.0,negative,Neutral
255408,5,-1.0,negative,slightly negative
255408,6,0.0,negative,Neutral
255408,7,-0.33,negative,Neutral
255408,8,-0.67,negative,slightly negative
255408,9,-1.33,negative,negative
25640,0,0.33,positive,Neutral
25640,1,0.0,negative,Neutral
25640,2,-1.0,negative,slightly negative
25640,3,1.0,positive,slightly positive
25640,4,-0.33,negative,Neutral
25640,5,-1.0,negative,slightly negative
25640,6,-2.33,negative,very negative
25640,7,-0.33,negative,Neutral
25640,8,-2.0,negative,negative
257277,0,-1.0,negative,slightly negative
257277,1,-2.0,negative,negative
257277,2,-1.0,negative,slightly negative
257277,3,0.0,negative,Neutral
257277,4,0.0,negative,Neutral
257277,5,0.0,negative,Neutral
257277,6,-1.33,negative,negative
257277,7,0.33,positive,Neutral
257277,8,0.33,positive,Neutral
257277,9,1.0,positive,slightly positive
257277,10,-0.33,negative,Neutral
257277,11,-2.0,negative,negative
257277,12,0.0,negative,Neutral
257277,13,0.67,positive,slightly positive
257277,14,2.0,positive,positive
257277,15,0.0,negative,Neutral
257277,16,-1.67,negative,negative
257534,0,-1.33,negative,negative
257534,1,-2.67,negative,very negative
257534,2,0.0,negative,Neutral
257534,3,-1.33,negative,negative
257534,4,-1.33,negative,negative
257534,5,-3.0,negative,very negative
257534,6,-1.33,negative,negative
257534,7,0.0,negative,Neutral
257534,8,0.0,negative,Neutral
257534,9,-0.67,negative,slightly negative
257534,10,-2.0,negative,negative
257534,11,0.0,negative,Neutral
257534,12,0.0,negative,Neutral
257534,13,0.0,negative,Neutral
257534,14,-2.0,negative,negative
257534,15,0.0,negative,Neutral
257534,16,0.0,negative,Neutral
259470,0,-1.0,negative,slightly negative
259470,1,-1.67,negative,negative
259470,2,-1.67,negative,negative
259470,3,-1.33,negative,negative
259470,4,-1.67,negative,negative
259470,5,-2.33,negative,very negative
259470,6,-2.67,negative,very negative
259470,7,-1.33,negative,negative
259470,8,-0.67,negative,slightly negative
259470,9,0.0,negative,Neutral
259470,10,0.0,negative,Neutral
259470,11,0.0,negative,Neutral
259470,12,-2.33,negative,very negative
259470,13,0.67,positive,slightly positive
259470,14,-1.33,negative,negative
259470,15,-2.33,negative,very negative
259470,16,-2.33,negative,very negative
267466,0,-1.0,negative,slightly negative
267466,1,-1.67,negative,negative
267466,2,0.67,positive,slightly positive
267466,3,-0.33,negative,Neutral
267466,4,-1.67,negative,negative
267466,5,-0.33,negative,Neutral
267466,6,-0.33,negative,Neutral
267466,7,-2.0,negative,negative
267466,8,-2.0,negative,negative
267466,9,-2.67,negative,very negative
267466,10,-1.33,negative,negative
267466,11,-2.67,negative,very negative
267466,12,-3.0,negative,very negative
267466,13,-2.33,negative,very negative
267466,14,-1.67,negative,negative
267466,15,0.67,positive,slightly positive
267466,16,0.67,positive,slightly positive
267466,17,0.0,negative,Neutral
267466,18,0.0,negative,Neutral
267466,19,0.0,negative,Neutral
267466,20,0.0,negative,Neutral
267466,21,-1.67,negative,negative
267466,22,-1.33,negative,negative
267466,23,-2.67,negative,very negative
267466,24,-1.67,negative,negative
267466,25,-1.0,negative,slightly negative
267466,26,-1.0,negative,slightly negative
267466,27,0.0,negative,Neutral
267466,28,-2.67,negative,very negative
267466,29,-1.0,negative,slightly negative
267466,30,0.67,positive,slightly positive
267466,31,-1.67,negative,negative
267466,32,0.0,negative,Neutral
267466,33,0.0,negative,Neutral
267466,34,0.0,negative,Neutral
267466,35,-2.0,negative,negative
267466,36,-1.0,negative,slightly negative
267466,37,-1.0,negative,slightly negative
267466,38,0.67,positive,slightly positive
267466,39,-1.0,negative,slightly negative
267466,40,-1.33,negative,negative
267466,41,-1.67,negative,negative
267466,42,-3.0,negative,very negative
267466,43,-1.0,negative,slightly negative
267466,44,-2.33,negative,very negative
267466,45,0.0,negative,Neutral
267466,46,-2.0,negative,negative
267694,0,-1.67,negative,negative
267694,1,0.33,positive,Neutral
267694,2,-2.33,negative,very negative
267694,3,-1.33,negative,negative
267694,4,-2.33,negative,very negative
267694,5,-2.33,negative,very negative
267694,6,-1.33,negative,negative
267694,7,-1.0,negative,slightly negative
267694,8,-0.67,negative,slightly negative
267694,9,-2.33,negative,very negative
267694,10,0.0,negative,Neutral
267694,11,0.0,negative,Neutral
267694,12,-0.33,negative,Neutral
267694,13,0.0,negative,Neutral
267694,14,0.0,negative,Neutral
267694,15,0.0,negative,Neutral
267694,16,-2.0,negative,negative
267694,17,-1.67,negative,negative
267694,18,0.0,negative,Neutral
267694,19,0.0,negative,Neutral
272838,0,-1.0,negative,slightly negative
272838,1,-1.67,negative,negative
272838,2,-0.67,negative,slightly negative
272838,3,-0.67,negative,slightly negative
272838,4,-2.33,negative,very negative
272838,5,-0.33,negative,Neutral
272838,6,0.0,negative,Neutral
272838,7,0.0,negative,Neutral
272838,8,0.0,negative,Neutral
272838,9,-1.0,negative,slightly negative
272838,10,-1.33,negative,negative
272838,11,-2.0,negative,negative
272838,12,0.0,negative,Neutral
272838,13,0.0,negative,Neutral
272838,14,0.0,negative,Neutral
272838,15,-2.0,negative,negative
272838,16,0.0,negative,Neutral
272838,17,-0.33,negative,Neutral
273207,0,-1.67,negative,negative
273207,1,0.0,negative,Neutral
273207,2,0.0,negative,Neutral
273207,3,-1.67,negative,negative
273207,4,0.67,positive,slightly positive
273207,5,0.33,positive,Neutral
273207,6,0.33,positive,Neutral
273207,7,-0.33,negative,Neutral
273207,8,-0.33,negative,Neutral
273207,9,-0.33,negative,Neutral
273207,10,0.0,negative,Neutral
273250,0,-2.33,negative,very negative
273250,1,-1.33,negative,negative
273250,2,-2.67,negative,very negative
273250,3,-2.0,negative,negative
273250,4,-0.33,negative,Neutral
273250,5,-2.0,negative,negative
273250,6,-1.33,negative,negative
273250,7,-3.0,negative,very negative
273250,8,0.0,negative,Neutral
273250,9,0.67,positive,slightly positive
273250,10,-0.67,negative,slightly negative
273250,11,0.0,negative,Neutral
273250,12,-0.67,negative,slightly negative
273250,13,-3.0,negative,very negative
273250,14,-0.33,negative,Neutral
273250,15,0.0,negative,Neutral
273250,16,0.0,negative,Neutral
273250,17,-0.33,negative,Neutral
273250,18,-1.33,negative,negative
273250,19,-2.67,negative,very negative
273250,20,-1.33,negative,negative
273250,21,-2.67,negative,very negative
273250,22,-0.67,negative,slightly negative
273250,23,-2.0,negative,negative
273250,24,-2.33,negative,very negative
273250,25,-2.33,negative,very negative
273250,26,0.0,negative,Neutral
273250,27,-1.67,negative,negative
275267,0,-2.33,negative,very negative
275267,1,-2.67,negative,very negative
275267,2,-1.33,negative,negative
275267,3,-1.33,negative,negative
275267,4,0.0,negative,Neutral
275267,5,-1.67,negative,negative
275267,6,-2.67,negative,very negative
275267,7,0.0,negative,Neutral
275267,8,-1.33,negative,negative
275267,9,-1.33,negative,negative
275267,10,0.0,negative,Neutral
275267,11,-1.33,negative,negative
275267,12,0.0,negative,Neutral
275267,13,0.0,negative,Neutral
275267,14,-0.67,negative,slightly negative
275267,15,0.0,negative,Neutral
27v7Blr0vjw,0,-0.33,negative,Neutral
27v7Blr0vjw,1,0.0,negative,Neutral
27v7Blr0vjw,2,-0.33,negative,Neutral
27v7Blr0vjw,3,0.0,negative,Neutral
27v7Blr0vjw,4,0.0,negative,Neutral
28006,0,-3.0,negative,very negative
28006,1,-3.0,negative,very negative
28006,2,-2.33,negative,very negative
28006,3,0.0,negative,Neutral
28006,4,-2.67,negative,very negative
28006,5,-0.33,negative,Neutral
28006,6,-3.0,negative,very negative
28006,7,-1.67,negative,negative
28006,8,-0.33,negative,Neutral
28006,9,-2.33,negative,very negative
28006,10,-2.0,negative,negative
28006,11,-2.0,negative,negative
28006,12,-0.33,negative,Neutral
28006,13,-2.33,negative,very negative
28006,14,-1.33,negative,negative
28006,15,-2.33,negative,very negative
28006,16,-2.0,negative,negative
28006,17,-1.67,negative,negative
28006,18,-3.0,negative,very negative
28006,19,-2.0,negative,negative
28006,20,-1.33,negative,negative
28006,21,-2.33,negative,very negative
28006,22,-2.0,negative,negative
283935,0,0.33,positive,Neutral
283935,1,0.67,positive,slightly positive
283935,2,-2.33,negative,very negative
283935,3,0.67,positive,slightly positive
283935,4,-2.0,negative,negative
283935,5,1.33,positive,positive
286943,0,0.0,negative,Neutral
286943,1,-1.67,negative,negative
286943,2,0.0,negative,Neutral
286943,3,0.33,positive,Neutral
286943,4,0.0,negative,Neutral
286943,5,0.0,negative,Neutral
286943,6,-1.33,negative,negative
286943,7,-0.33,negative,Neutral
286943,8,-1.67,negative,negative
286943,9,-1.67,negative,negative
286943,10,-1.33,negative,negative
286943,11,-1.67,negative,negative
29751,0,0.0,negative,Neutral
29751,1,0.0,negative,Neutral
29751,2,0.0,negative,Neutral
29751,3,0.0,negative,Neutral
29751,4,-2.0,negative,negative
29751,5,0.0,negative,Neutral
29751,6,-1.0,negative,slightly negative
29751,7,-2.0,negative,negative
29751,8,-1.33,negative,negative
29751,9,0.0,negative,Neutral
29751,10,0.0,negative,Neutral
29751,11,-2.0,negative,negative
2BuFtglEcaY,0,2.33,positive,very positive
2BuFtglEcaY,1,1.67,positive,positive
2BuFtglEcaY,2,2.0,positive,positive
2BuFtglEcaY,3,2.33,positive,very positive
2BuFtglEcaY,4,2.33,positive,very positive
2BuFtglEcaY,5,1.0,positive,slightly positive
2BuFtglEcaY,6,-1.67,negative,negative
2BuFtglEcaY,7,2.67,positive,very positive
2BuFtglEcaY,8,2.0,positive,positive
2BuFtglEcaY,9,2.0,positive,positive
2BuFtglEcaY,10,1.33,positive,positive
2BuFtglEcaY,11,1.0,positive,slightly positive
2BuFtglEcaY,12,1.67,positive,positive
2BuFtglEcaY,13,2.0,positive,positive
2ItiGjefTRA,0,0.0,negative,Neutral
2ItiGjefTRA,1,-0.67,negative,slightly negative
2Ky9DBSl49w,0,0.0,negative,Neutral
2QXHdu2zlQY,0,-2.0,negative,negative
2QXHdu2zlQY,1,0.33,positive,Neutral
2QXHdu2zlQY,2,1.33,positive,positive
2QXHdu2zlQY,3,1.0,positive,slightly positive
2QXHdu2zlQY,4,1.33,positive,positive
2QXHdu2zlQY,5,0.0,negative,Neutral
2QXHdu2zlQY,6,0.33,positive,Neutral
2W-U94hXuK0,0,0.33,positive,Neutral
2W-U94hXuK0,1,-3.0,negative,very negative
2W-U94hXuK0,2,-1.33,negative,negative
2W-U94hXuK0,3,-2.0,negative,negative
2fbBrB1nJEQ,0,2.0,positive,positive
2m58ShI1QSI,0,0.0,negative,Neutral
2m58ShI1QSI,1,0.33,positive,Neutral
2o2ljA0QD7g,0,0.0,negative,Neutral
2o2ljA0QD7g,1,0.67,positive,slightly positive
2o2ljA0QD7g,2,0.33,positive,Neutral
2vsgDSlJ9pU,0,0.0,negative,Neutral
2vsgDSlJ9pU,1,0.67,positive,slightly positive
2vsgDSlJ9pU,2,1.0,positive,slightly positive
2vsgDSlJ9pU,3,1.33,positive,positive
2ze94yo2aPo,0,0.67,positive,slightly positive
2ze94yo2aPo,1,2.0,positive,positive
2ze94yo2aPo,2,1.0,positive,slightly positive
2ze94yo2aPo,3,0.67,positive,slightly positive
34cU3HO_hEA,0,0.33,positive,Neutral
35694,0,0.33,positive,Neutral
35694,1,0.0,negative,Neutral
35694,2,-1.67,negative,negative
35694,3,-1.33,negative,negative
35694,4,-1.33,negative,negative
35694,5,-1.33,negative,negative
35694,6,-1.67,negative,negative
35694,7,0.33,positive,Neutral
35694,8,0.67,positive,slightly positive
35694,9,0.0,negative,Neutral
35694,10,-1.33,negative,negative
35694,11,-0.33,negative,Neutral
35694,12,0.0,negative,Neutral
35694,13,0.67,positive,slightly positive
35694,14,1.0,positive,slightly positive
35694,15,0.0,negative,Neutral
35694,16,0.33,positive,Neutral
35694,17,0.67,positive,slightly positive
37NMbnd7r20,0,0.0,negative,Neutral
3At-BKm9eYk,0,-0.33,negative,Neutral
3At-BKm9eYk,1,-0.67,negative,slightly negative
3At-BKm9eYk,2,-0.67,negative,slightly negative
3At-BKm9eYk,3,-2.33,negative,very negative
3At-BKm9eYk,4,-0.33,negative,Neutral
3At-BKm9eYk,5,0.0,negative,Neutral
3At-BKm9eYk,6,0.33,positive,Neutral
3At-BKm9eYk,7,1.0,positive,slightly positive
3HyAaqre_Fk,0,-0.67,negative,slightly negative
3HyAaqre_Fk,1,1.0,positive,slightly positive
3HyAaqre_Fk,2,1.33,positive,positive
3IUVpwx23cY,0,0.33,positive,Neutral
3IUVpwx23cY,1,-0.67,negative,slightly negative
3IUVpwx23cY,2,0.0,negative,Neutral
3IUVpwx23cY,3,0.0,negative,Neutral
3OYY5Tsz_2k,0,0.0,negative,Neutral
3OYY5Tsz_2k,1,1.33,positive,positive
3OYY5Tsz_2k,2,0.67,positive,slightly positive
3OYY5Tsz_2k,3,0.0,negative,Neutral
3OYY5Tsz_2k,4,0.0,negative,Neutral
3OYY5Tsz_2k,5,0.0,negative,Neutral
3REPHw7oLWo,0,1.0,positive,slightly positive
3REPHw7oLWo,1,0.33,positive,Neutral
3REPHw7oLWo,2,-0.33,negative,Neutral
3REPHw7oLWo,3,1.0,positive,slightly positive
3UOqbf_B_Yc,0,0.0,negative,Neutral
3UOqbf_B_Yc,1,0.33,positive,Neutral
3UOqbf_B_Yc,2,0.33,positive,Neutral
3UOqbf_B_Yc,3,1.0,positive,slightly positive
3WZ6R9B0PcU,0,-0.67,negative,slightly negative
3XShFTBsp_Q,0,1.33,positive,positive
3hOlJf_JQDs,0,2.33,positive,very positive
3hOlJf_JQDs,1,2.0,positive,positive
3odZe3AGilc,0,1.33,positive,positive
3odZe3AGilc,1,1.33,positive,positive
3odZe3AGilc,2,1.33,positive,positive
3wHE78v9zr4,0,1.33,positive,positive
3wHE78v9zr4,1,2.0,positive,positive
3wHE78v9zr4,2,-0.67,negative,slightly negative
3wHE78v9zr4,3,1.0,positive,slightly positive
3wHE78v9zr4,4,0.0,negative,Neutral
3wHE78v9zr4,5,-0.33,negative,Neutral
3wHE78v9zr4,6,1.0,positive,slightly positive
3wHE78v9zr4,7,1.0,positive,slightly positive
3wHE78v9zr4,8,0.67,positive,slightly positive
3wHE78v9zr4,9,1.0,positive,slightly positive
3wHE78v9zr4,10,1.67,positive,positive
3wHE78v9zr4,11,2.0,positive,positive
3wHE78v9zr4,12,0.0,negative,Neutral
3wHE78v9zr4,13,0.33,positive,Neutral
3wHE78v9zr4,14,1.67,positive,positive
3wHE78v9zr4,15,0.33,positive,Neutral
3wHE78v9zr4,16,0.67,positive,slightly positive
3wHE78v9zr4,17,0.33,positive,Neutral
3wHE78v9zr4,18,-2.0,negative,negative
3wHE78v9zr4,19,0.0,negative,Neutral
3wHE78v9zr4,20,1.0,positive,slightly positive
3wHE78v9zr4,21,1.0,positive,slightly positive
3wHE78v9zr4,22,0.0,negative,Neutral
3wHE78v9zr4,23,-1.33,negative,negative
3wHE78v9zr4,24,-1.67,negative,negative
3wHE78v9zr4,25,1.0,positive,slightly positive
3wHE78v9zr4,26,1.33,positive,positive
41381,0,-0.67,negative,slightly negative
41381,1,1.0,positive,slightly positive
41381,2,0.67,positive,slightly positive
41381,3,0.33,positive,Neutral
41381,4,0.0,negative,Neutral
41381,5,-0.67,negative,slightly negative
41381,6,0.0,negative,Neutral
41381,7,0.0,negative,Neutral
41381,8,-0.67,negative,slightly negative
41381,9,-2.0,negative,negative
41381,10,1.0,positive,slightly positive
424SXFTCFsA,0,0.67,positive,slightly positive
424SXFTCFsA,1,1.33,positive,positive
424SXFTCFsA,2,1.33,positive,positive
424SXFTCFsA,3,2.0,positive,positive
46495,0,0.0,negative,Neutral
46495,1,-0.67,negative,slightly negative
46495,2,0.0,negative,Neutral
46495,3,0.0,negative,Neutral
46495,4,0.0,negative,Neutral
46495,5,0.0,negative,Neutral
46495,6,-2.0,negative,negative
46495,7,-2.33,negative,very negative
46495,8,-2.0,negative,negative
46495,9,-2.0,negative,negative
46615,0,-1.33,negative,negative
46615,1,0.0,negative,Neutral
46615,2,-1.0,negative,slightly negative
46615,3,0.0,negative,Neutral
46615,4,-2.33,negative,very negative
46615,5,-0.33,negative,Neutral
46615,6,-2.33,negative,very negative
46615,7,-2.0,negative,negative
46615,8,-1.0,negative,slightly negative
46615,9,-3.0,negative,very negative
4EDblUpJieU,0,0.67,positive,slightly positive
4EDblUpJieU,1,2.0,positive,positive
4YfyP0uIqw0,0,0.67,positive,slightly positive
4dAYMzRyndc,0,2.0,positive,positive
4dAYMzRyndc,1,0.0,negative,Neutral
4dAYMzRyndc,2,0.0,negative,Neutral
4dAYMzRyndc,3,1.67,positive,positive
4dAYMzRyndc,4,0.33,positive,Neutral
4dAYMzRyndc,5,0.0,negative,Neutral
4dAYMzRyndc,6,0.0,negative,Neutral
4o4ilPK9rl8,0,-1.33,negative,negative
4t5k_yILGJM,0,-0.67,negative,slightly negative
4wLP4elp1uM,0,-0.67,negative,slightly negative
4wLP4elp1uM,1,-1.67,negative,negative
53609,0,-0.67,negative,slightly negative
53609,1,-2.0,negative,negative
53609,2,-2.0,negative,negative
53609,3,-0.33,negative,Neutral
53609,4,-0.33,negative,Neutral
53609,5,-2.67,negative,very negative
53609,6,0.0,negative,Neutral
53609,7,-0.33,negative,Neutral
53609,8,0.0,negative,Neutral
53609,9,0.33,positive,Neutral
53609,10,0.0,negative,Neutral
53609,11,0.0,negative,Neutral
53609,12,-1.67,negative,negative
53609,13,0.0,negative,Neutral
53609,14,-1.33,negative,negative
53609,15,-1.67,negative,negative
53766,0,1.33,positive,positive
53766,1,0.0,negative,Neutral
53766,2,1.0,positive,slightly positive
53766,3,0.0,negative,Neutral
53766,4,0.67,positive,slightly positive
53766,5,2.33,positive,very positive
53766,6,2.0,positive,positive
53766,7,3.0,positive,very positive
53766,8,2.0,positive,positive
53766,9,3.0,positive,very positive
56989,0,-2.0,negative,negative
56989,1,-2.0,negative,negative
56989,2,0.33,positive,Neutral
56989,3,-0.67,negative,slightly negative
56989,4,-3.0,negative,very negative
56989,5,0.0,negative,Neutral
56989,6,-2.33,negative,very negative
56989,7,-2.0,negative,negative
56989,8,-2.33,negative,very negative
56989,9,-0.67,negative,slightly negative
56989,10,1.67,positive,positive
56989,11,-2.0,negative,negative
56989,12,1.0,positive,slightly positive
56989,13,0.33,positive,Neutral
59673,0,-2.0,negative,negative
59673,1,-0.33,negative,Neutral
59673,2,0.0,negative,Neutral
59673,3,-1.0,negative,slightly negative
59673,4,0.0,negative,Neutral
59673,5,0.0,negative,Neutral
59673,6,-1.0,negative,slightly negative
59673,7,0.0,negative,Neutral
59673,8,0.33,positive,Neutral
59673,9,1.0,positive,slightly positive
59673,10,-0.33,negative,Neutral
59673,11,-0.33,negative,Neutral
59673,12,-2.0,negative,negative
59673,13,-0.67,negative,slightly negative
5eY4S1F62Z4,0,0.33,positive,Neutral
5eY4S1F62Z4,1,0.0,negative,Neutral
5eY4S1F62Z4,2,0.33,positive,Neutral
5eY4S1F62Z4,3,-0.33,negative,Neutral
5eY4S1F62Z4,4,0.67,positive,slightly positive
5eY4S1F62Z4,5,0.33,positive,Neutral
5eY4S1F62Z4,6,0.33,positive,Neutral
5eY4S1F62Z4,7,1.33,positive,positive
5eY4S1F62Z4,8,1.0,positive,slightly positive
5eY4S1F62Z4,9,0.33,positive,Neutral
5eY4S1F62Z4,10,0.67,positive,slightly positive
5eY4S1F62Z4,11,0.33,positive,Neutral
5eY4S1F62Z4,12,0.67,positive,slightly positive
5eY4S1F62Z4,13,0.67,positive,slightly positive
5eY4S1F62Z4,14,0.33,positive,Neutral
5eY4S1F62Z4,15,0.67,positive,slightly positive
5eY4S1F62Z4,16,1.0,positive,slightly positive
5fKPJPFqPho,0,-0.67,negative,slightly negative
5fKPJPFqPho,1,0.0,negative,Neutral
5fKPJPFqPho,2,0.0,negative,Neutral
5fKPJPFqPho,3,0.0,negative,Neutral
5fKPJPFqPho,4,0.67,positive,slightly positive
5fKPJPFqPho,5,0.33,positive,Neutral
5fKPJPFqPho,6,0.0,negative,Neutral
5fKPJPFqPho,7,0.33,positive,Neutral
5fKPJPFqPho,8,0.33,positive,Neutral
5fKPJPFqPho,9,0.0,negative,Neutral
5fKPJPFqPho,10,0.33,positive,Neutral
5lrDS7LluCA,0,-0.67,negative,slightly negative
5lrDS7LluCA,1,0.67,positive,slightly positive
5lrDS7LluCA,2,0.67,positive,slightly positive
5lrDS7LluCA,3,-0.33,negative,Neutral
5lrDS7LluCA,4,1.0,positive,slightly positive
5lrDS7LluCA,5,0.67,positive,slightly positive
5lrDS7LluCA,6,0.0,negative,Neutral
5pxFqJ5hKMU,0,0.0,negative,Neutral
5pxFqJ5hKMU,1,0.0,negative,Neutral
5vwXp27bCLw,0,0.0,negative,Neutral
5vwXp27bCLw,1,-1.67,negative,negative
5vwXp27bCLw,2,0.0,negative,Neutral
5vwXp27bCLw,3,0.67,positive,slightly positive
5vwXp27bCLw,4,-0.33,negative,Neutral
5vwXp27bCLw,5,-0.33,negative,Neutral
5vwXp27bCLw,6,0.0,negative,Neutral
5vwXp27bCLw,7,-0.33,negative,Neutral
5vwXp27bCLw,8,1.33,positive,positive
5vwXp27bCLw,9,-0.33,negative,Neutral
